GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - Regular high school diploma,Margin of Error; Male: - Regular high school diploma,Estimate; Male: - GED or alternative credential,Margin of Error; Male: - GED or alternative credential,"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate or professional degree,Margin of Error; Male: - Graduate or professional degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - Regular high school diploma,Margin of Error; Female: - Regular high school diploma,Estimate; Female: - GED or alternative credential,Margin of Error; Female: - GED or alternative credential,"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate or professional degree,Margin of Error; Female: - Graduate or professional degree
0500000US01003,01003,"Baldwin County, Alabama",11637,1050,5285,845,304,401,1033,841,1340,611,981,665,682,681,428,462,418,365,99,158,6352,532,257,354,569,545,2715,979,79,141,1390,830,564,469,307,265,471,439
0500000US01015,01015,"Calhoun County, Alabama",14392,709,6642,486,464,298,945,435,2003,539,138,157,1991,713,133,150,712,413,256,247,7750,519,490,237,915,410,2090,580,262,310,1945,603,942,501,640,480,466,406
0500000US01051,01051,"Elmore County, Alabama",12370,1042,6025,576,385,327,1070,498,1653,524,503,259,1432,779,226,201,387,289,369,331,6345,746,78,119,350,313,1948,793,123,153,1385,555,717,543,527,349,1217,674
0500000US01055,01055,"Etowah County, Alabama",9661,597,4019,489,392,406,205,194,1435,705,0,195,1366,775,0,195,300,293,321,297,5642,296,256,260,782,468,1193,450,398,289,1659,651,491,499,391,356,472,328
0500000US01069,01069,"Houston County, Alabama",17195,220,7391,163,456,156,2001,444,2353,440,298,135,1505,398,209,135,441,197,128,87,9804,144,581,204,1459,322,2670,352,410,155,2480,416,1004,315,635,184,565,215
0500000US01073,01073,"Jefferson County, Alabama",182251,1170,78985,560,2172,691,10561,1772,25000,2379,3513,1007,20406,1927,6109,1308,7551,1279,3673,1072,103266,969,2354,806,9001,1261,24385,2621,3817,1279,27405,3076,12061,1869,15922,2039,8321,1684
0500000US01077,01077,"Lauderdale County, Alabama",6150,736,2656,534,0,195,208,175,715,420,196,270,581,534,425,497,531,502,0,195,3494,497,102,115,469,355,1050,479,53,94,1103,535,128,138,150,153,439,421
0500000US01081,01081,"Lee County, Alabama",23500,1207,10618,1211,728,566,1993,985,2486,1024,615,487,2302,950,470,386,1235,741,789,741,12882,216,775,608,930,490,2681,830,332,249,3315,1358,633,393,2600,1222,1616,909
0500000US01083,01083,"Limestone County, Alabama",9791,614,5299,471,225,198,1440,681,397,319,1162,777,1314,791,430,426,30,67,301,297,4492,304,184,203,1776,911,1183,618,21,42,698,684,91,129,227,248,312,252
